google_address,Predicted AirBNB Price,Zillow List Price,Bathrooms,Bedrooms,Zipcode,Neighborhood,Lat,Long
6670 Southwest Rollingwood Drive,162.83112521246164,610000,3.0,4.0,97008,Denney Whitford,45.47202682,-122.7803116
10715 Southwest 153rd Place,192.50864874090087,674550,4.0,4.0,97007,Neighbors Southwest,45.44234467,-122.8341675
14389 Southwest Rancher Lane,173.45337888314606,545000,3.0,4.0,97008,South Beaverton,45.44683075,-122.8247147
13575 Southwest 29th Court,112.40731852387849,525000,3.0,3.0,97008,Highland,45.46627808,-122.8167953
12850 Southwest Harlequin Drive,168.92816087269432,575000,3.0,4.0,97007,Neighbors Southwest,45.42759323,-122.8377075
15501 Southwest Stone Ridge Circle,120.22414763555531,451000,3.0,3.0,97007,Sexton Mountain,45.4509697,-122.8365402
8650 Southwest Turquoise Loop,120.22414763555531,696000,3.0,3.0,97007,Sexton Mountain,45.457798,-122.8328247
10460 Southwest Shearwater Loop,116.07641048795473,700000,3.0,3.0,97007,Neighbors Southwest,45.44450378,-122.8388519
7020 Southwest Hoodview Place,152.09850606974953,475000,2.0,4.0,97008,Vose,45.46905518,-122.8003616
6730 Southwest 152nd Avenue,152.32801113093748,510000,2.0,4.0,97007,West Beaverton,45.47119522,-122.8335266
9080 Southwest Stallion Court,120.22414763555531,493500,3.0,3.0,97007,Sexton Mountain,45.454216,-122.8329163
15440 Southwest Sandpiper Lane,168.92816087269432,580000,3.0,4.0,97007,Neighbors Southwest,45.44701385,-122.8356552
7570 Southwest Cheryl Lane,122.82724355321653,325000,3.0,3.0,97008,Vose,45.46523666,-122.7948837
15617 Southwest Feldspar Way,67.37239725081574,336000,3.0,2.0,97007,Sexton Mountain,45.45275879,-122.8374557
13971 Southwest Liden Drive,155.4707301364225,450000,3.0,4.0,97223,Bull Mountain,45.4308548,-122.8208008
6370 Southwest Alice Lane,46.39500530027037,400000,2.0,2.0,97008,Vose,45.47383118,-122.7954254
15065 Southwest Barcelona Way,99.47626074619791,550000,2.0,3.0,97007,West Beaverton,45.47133636,-122.832489
7695 Southwest Wilson Avenue,165.25906890861808,555000,3.0,4.0,97008,Highland,45.46429825,-122.8184967
10835 Southwest 121st Avenue,49.767229366943354,197000,3.0,2.0,97223,Bull Mountain,45.44185638,-122.8005524
14620 Southwest Forest Place,99.47626074619791,530000,2.0,3.0,97007,West Beaverton,45.46587753,-122.8281708
13111 Southwest Raptor Place,79.03849188347634,330000,2.0,3.0,97223,Bull Mountain,45.42506409,-122.8086929
6616 Southwest 154th Place,175.90849899914406,665000,3.0,4.0,97007,West Beaverton,45.47200012,-122.8361359
6590 Southwest Lombard Avenue,99.24675568500996,450000,2.0,3.0,97008,Vose,45.47251511,-122.7999268
9605 Southwest 153rd Avenue,120.22414763555531,397900,3.0,3.0,97007,Sexton Mountain,45.4505806,-122.8343887
8375 Southwest Berryhill Lane,140.76810215435282,525000,2.0,4.0,97008,Greenway,45.45920944,-122.8052139
7770 Southwest Alameda Lane,96.64365976734874,451000,2.0,3.0,97007,Sexton Mountain,45.46380997,-122.8264008
6690 Southwest Rollingwood Drive,162.83112521246164,565000,3.0,4.0,97008,Denney Whitford,45.47190094,-122.7800903
14095 Southwest Tennessee Lane,144.18211636661306,580000,4.0,3.0,97008,South Beaverton,45.45754623,-122.8218079
12845 Southwest Harlequin Drive,116.07641048795473,580000,3.0,3.0,97007,Neighbors Southwest,45.427948,-122.83741
9620 Southwest New Forest Drive,120.60162849840647,560500,3.0,3.0,97008,South Beaverton,45.45212555,-122.8124313
17623 Southwest Jay Street,109.62907038471249,395000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51049042,-122.8584366
14875 Southwest Gearhart Drive,225.92764840503446,705000,3.0,5.0,97007,Sexton Mountain,45.46163177,-122.8295898
16980 Southwest Springwater Lane,163.4924639761839,615000,3.0,4.0,97006,Five Oaks,45.51743317,-122.8523102
738 Southwest Backcourt Place,86.04858251650592,335000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51451111,-122.8840103
11658 Southwest Willet Terrace,116.07641048795473,392500,3.0,3.0,97007,Neighbors Southwest,45.43562698,-122.8224335
2150 Southwest 209th Court,86.04858251650592,450000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50423813,-122.8915634
16903 Southwest Whitley Way,110.64071359144434,350000,3.0,3.0,97006,Five Oaks,45.51377106,-122.8509979
2636 Southwest 186th Place,109.62907038471249,360000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50064468,-122.8687286
10345 Southwest Homestead Lane,162.83112521246164,745000,3.0,4.0,97008,Denney Whitford,45.45954132,-122.7832794
15077 Southwest Barcelona Way,99.47626074619791,450000,2.0,3.0,97007,West Beaverton,45.47105789,-122.8324814
726 Southwest Backcourt Place,86.04858251650592,365000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51462173,-122.8839951
6890 Southwest Princess Avenue,75.66626781680337,440000,1.0,3.0,97008,Vose,45.46996689,-122.7947998
17462 Southwest Sellwood Lane,133.18238183307747,347000,4.0,3.0,97007,Cooper Mountain - Aloha North,45.48247147,-122.8570633
3128 Southwest 196th Court,86.04858251650592,418000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.49695587,-122.8787842
15545 Southwest Bridle Hills Drive,120.22414763555531,600000,3.0,3.0,97007,Sexton Mountain,45.46512985,-122.8371048
955 Northwest Pebble Beach Way,216.3442143609235,655000,3.0,5.0,97006,Five Oaks,45.52653885,-122.8509445
4840 Southwest 198th Avenue,62.44091822845774,383900,1.0,3.0,97007,Cooper Mountain - Aloha North,45.48484421,-122.8811264
7600 Southwest Sage Place,165.25906890861808,550000,3.0,4.0,97008,Highland,45.46507263,-122.8068771
17437 Southwest September Lane,109.62907038471249,342000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51104736,-122.8565903
4937 Southwest 208th Terrace,162.45364434961047,410000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48372269,-122.8922043
15395 Southwest Sandpiper Lane,116.07641048795473,595000,3.0,3.0,97007,Neighbors Southwest,45.44742203,-122.8353195
20855 Southwest Deline Street,86.02140609666432,420000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48127365,-122.8930359
17380 Northwest Bernard Place,175.4298538156197,502500,3.0,4.0,97006,Triple Creek,45.52236938,-122.8559113
15560 Southwest Ivory Street,67.37239725081574,365000,3.0,2.0,97007,Sexton Mountain,45.45432281,-122.8370895
5490 Southwest 196th Avenue,86.02140609666432,440000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48014832,-122.8782425
805 Southwest 201st Avenue,162.48082076945207,400000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51392746,-122.8840027
13950 Southwest Barlow Road,165.25906890861808,749000,3.0,4.0,97008,Highland,45.46897888,-122.8208389
640 Southwest Willow Creek Drive,138.9003329012455,450000,2.0,4.0,97006,Cooper Mountain - Aloha North,45.51465225,-122.8699722
10724 Southwest Heron Circle,168.92816087269432,700000,3.0,4.0,97007,Neighbors Southwest,45.44249725,-122.8313599
17971 Southwest Meadowbrook Way,84.0918802879116,370000,2.0,3.0,97078,Cooper Mountain - Aloha North,45.48465729,-122.8624191
829 Northwest Silverado Drive,110.64071359144434,499900,3.0,3.0,97006,Five Oaks,45.52595139,-122.8453598
15850 Southwest Kingfisher Lane,116.07641048795473,443000,3.0,3.0,97007,Neighbors Southwest,45.42790222,-122.8397675
17842 Southwest Meadowbrook Way,215.30539473435005,475000,3.0,5.0,97007,Cooper Mountain - Aloha North,45.48448944,-122.8609467
15805 Southwest Bobwhite Circle,168.92816087269432,775000,3.0,4.0,97007,Neighbors Southwest,45.43815613,-122.8377228
20217 Southwest Lela Lane,86.04858251650592,420000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51185989,-122.8856812
17635 Southwest Robert Lane,162.45364434961047,492500,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48555374,-122.8585739
17726 Southwest Jay Street,162.48082076945207,425000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51023865,-122.8594513
15375 Southwest Alabaster Street,225.92764840503446,568400,3.0,5.0,97007,Sexton Mountain,45.4538765,-122.8350754
18210 Southwest Ewen Drive,62.46809464829932,230000,1.0,3.0,97006,Cooper Mountain - Aloha North,45.50330353,-122.8641205
9355 Southwest 151st Avenue,173.0758980202949,661000,3.0,4.0,97007,Sexton Mountain,45.45233917,-122.8326416
17457 Southwest Turning Leaf Drive,109.62907038471249,335341,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50992966,-122.8566895
19886 Southwest Jette Lane,162.48082076945207,444000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51161957,-122.8819275
6695 Southwest 152nd Avenue,99.47626074619791,520000,2.0,3.0,97007,West Beaverton,45.47137833,-122.834053
6116 Southwest Vinwood Terrace,109.6018939648709,393000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.47571564,-122.8935547
15525 Southwest Beverly Beach Court,175.90849899914406,625000,3.0,4.0,97007,West Beaverton,45.47060776,-122.8368073
20580 Southwest Cheshire Court,162.45364434961047,469000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.47878265,-122.8909073
9605 Southwest 130th Avenue,120.60162849840647,492500,3.0,3.0,97008,South Beaverton,45.45073318,-122.8114319
4288 Southwest Plumeria Way,162.45364434961047,445000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48881531,-122.8824768
10636 Southwest 127th Court,79.03849188347634,400000,2.0,3.0,97223,Bull Mountain,45.4432106,-122.8067398
17905 Southwest Jay Street,109.62907038471249,490000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.5109024,-122.8616943
19103 Southwest Fernshire Lane,109.62907038471249,375000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50260544,-122.8739929
7632 Southwest Cresmoor Drive,46.39500530027037,320000,2.0,2.0,97008,Vose,45.46403503,-122.8008652
17130 Southwest Watercrest Court,110.64071359144434,486000,3.0,3.0,97006,Five Oaks,45.51699066,-122.8532104
15783 Southwest Snowy Owl Lane,192.50864874090087,685000,4.0,4.0,97007,Neighbors Southwest,45.43667221,-122.8396606
1142 Southwest Tobias Way,86.04858251650592,410000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51163483,-122.8874054
8615 Southwest Turquoise Loop,196.65638588850146,650000,4.0,4.0,97007,Sexton Mountain,45.45781326,-122.8338318
1322 Northwest 174th Place,175.4298538156197,515000,3.0,4.0,97006,Triple Creek,45.52936935,-122.8549957
11775 Southwest Cheshire Court,99.24675568500996,500,2.0,3.0,97008,Vose,45.47372437,-122.7983017
17327 Southwest Novato Lane,138.8731564814039,385000,2.0,4.0,97007,Cooper Mountain - Aloha North,45.48170853,-122.8550568
1254 Southwest 182nd Avenue,162.48082076945207,405000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51073837,-122.8646927
14295 Southwest Cougar Ridge Drive,67.7498781136669,315000,3.0,2.0,97008,South Beaverton,45.44391251,-122.8246613
17922 Northwest Cambray Street,122.57810343088015,450000,3.0,3.0,97006,Triple Creek,45.52295303,-122.8616257
4672 Southwest 173rd Avenue,86.02140609666432,390000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48617172,-122.8538284
19752 Southwest Brookfield Lane,109.62907038471249,320000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51348114,-122.8809357
15927 Southwest Kaylynn Lane,110.64071359144434,359000,3.0,3.0,97006,Five Oaks,45.51059723,-122.8410187
19288 Southwest Magnolia Lane,160.52411854085776,535000,3.0,4.0,97078,Cooper Mountain - Aloha North,45.48587036,-122.8756409
18130 Northwest Fieldstone Drive,98.99761556267357,503000,2.0,3.0,97006,Triple Creek,45.52876663,-122.8637924
19682 Southwest Murphy Street,86.02140609666432,415000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.47526932,-122.8796997
18613 Southwest Selvarosa Court,86.04858251650592,450000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51062393,-122.8687363
4681 Southwest Ace Terrace,150.6634004155072,422500,2.5,4.0,97007,Cooper Mountain - Aloha North,45.48604965,-122.8567352
851 Southwest 171st Avenue,110.64071359144434,400000,3.0,3.0,97006,Five Oaks,45.51372147,-122.8532867
6093 Southwest Zabaco Terrace,109.6018939648709,405500,3.0,3.0,97007,Cooper Mountain - Aloha North,45.47587967,-122.8915329
705 Southwest Willow Creek Drive,62.46809464829932,385000,1.0,3.0,97006,Cooper Mountain - Aloha North,45.51428986,-122.8710098
1158 Southwest 162nd Avenue,57.788963206704764,310000,3.0,2.0,97006,Five Oaks,45.51136017,-122.8431931
18461 Southwest Morse Lane,86.04858251650592,473000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50891113,-122.8670197
17381 Southwest Florence Street,162.45364434961047,460000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48745346,-122.8556671
64 Northwest 171st Avenue,163.4924639761839,482000,3.0,4.0,97006,Five Oaks,45.52029037,-122.8541107
19995 Southwest Stokesay Lane,162.45364434961047,420000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48817062,-122.8828735
1060 Southwest 206th Avenue,86.04858251650592,425000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51200104,-122.8886032
4140 Southwest 171st Place,62.44091822845774,400000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.49003983,-122.8529053
16645 Southwest Estuary Drive,163.4924639761839,535000,3.0,4.0,97006,Five Oaks,45.51635742,-122.8483429
20292 Southwest Monson Street,162.48082076945207,445000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51256561,-122.8862534
535 Southwest 173rd Avenue,98.99761556267357,526000,2.0,3.0,97006,Triple Creek,45.5160408,-122.8551254
20376 Southwest Blaine Court,86.04858251650592,400000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50616074,-122.8861084
17766 Southwest Corona Lane,138.9003329012455,435000,2.0,4.0,97006,Cooper Mountain - Aloha North,45.51187515,-122.8597488
19420 Southwest Cascadia Street,86.02140609666432,420000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.49063873,-122.8778458
1147 Southwest 184th Place,109.62907038471249,350000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51151657,-122.8663635
4954 Southwest 208th Terrace,109.6018939648709,370104,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48404694,-122.8921661
16795 Northwest Torrey Pines Court,216.3442143609235,745000,3.0,5.0,97006,Five Oaks,45.52271652,-122.8503494
110 Southwest Salix Court,151.84936594741316,448000,2.0,4.0,97006,Triple Creek,45.5191803,-122.8655319
6025 Southwest 187th Place,60.51139241970501,370000,1.0,3.0,97078,Cooper Mountain - Aloha North,45.47665405,-122.8702011
1535 Southwest 194th Avenue,62.549623907824085,381500,1.0,3.0,97003,Cooper Mountain - Aloha North,45.5086441,-122.8775787
20057 Southwest Jette Lane,109.62907038471249,440000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51218414,-122.8831787
4450 Southwest 188th Avenue,109.6018939648709,384788,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48748398,-122.8703842
840 Northwest Winged Foot Terrace,163.4924639761839,742500,3.0,4.0,97006,Five Oaks,45.5258522,-122.8480682
5470 Southwest 182nd Avenue,109.6018939648709,429900,3.0,3.0,97007,Cooper Mountain - Aloha North,45.4801712,-122.8638535
685 Northwest Persimmon Place,139.91197610797732,640000,2.0,4.0,97006,Five Oaks,45.52457428,-122.8478394
1237 Southwest 160th Avenue,110.64071359144434,325000,3.0,3.0,97006,Five Oaks,45.51083755,-122.8417969
19545 Southwest Butternut Street,138.8731564814039,425000,2.0,4.0,97007,Cooper Mountain - Aloha North,45.48413467,-122.8783569
16744 Southwest Naples Court,109.6018939648709,405000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48753738,-122.8494263
3145 Southwest Lanterna Place,162.48082076945207,395000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.49701691,-122.8561401
895 Southwest 170th Avenue,57.788963206704764,280000,3.0,2.0,97006,Five Oaks,45.51347733,-122.8526993
1119 Northwest Fall Avenue,175.4298538156197,530000,3.0,4.0,97006,Triple Creek,45.5278244,-122.8594513
16245 Northwest Gianola Court,163.4924639761839,600000,3.0,4.0,97006,Five Oaks,45.52484894,-122.8440781
5754 Southwest 189th Place,162.45364434961047,501500,3.0,4.0,97007,Cooper Mountain - Aloha North,45.4782753,-122.871048
1143 Southwest 183rd Place,109.62907038471249,360000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51150894,-122.8657227
17264 Southwest Marty Lane,56.77731999997291,320000,3.0,2.0,97006,Cooper Mountain - Aloha North,45.50826645,-122.8548813
19294 Southwest Jaylee Street,86.02140609666432,350000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48276901,-122.8760452
19226 Southwest Boucher Place,86.04858251650592,419000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51537323,-122.874321
16175 Northwest Blueridge Drive,163.4924639761839,700000,3.0,4.0,97006,Five Oaks,45.52326202,-122.8438721
770 Pebblestone Lane,110.64071359144434,495000,3.0,3.0,97006,Five Oaks,45.52527618,-122.8411179
18594 Southwest Ping Court,109.62907038471249,380000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50345612,-122.8685303
20486 Southwest Ravenswood Street,107.67236815611818,180000,3.0,3.0,97078,Cooper Mountain - Aloha North,45.47600174,-122.8902359
930 Northwest 161st Terrace,163.4924639761839,555000,3.0,4.0,97006,Five Oaks,45.52623367,-122.8426285
17700 Northwest Pioneer Road,175.4298538156197,610000,3.0,4.0,97006,Triple Creek,45.5234375,-122.8601379
219 Northwest Pacific Grove Drive,163.4924639761839,600000,3.0,4.0,97006,Five Oaks,45.52170181,-122.8488693
5940 Southwest 187th Place,62.44091822845774,350000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.47715759,-122.8696365
16735 Southwest Baseline Road,110.64071359144434,270000,3.0,3.0,97006,Five Oaks,45.51213837,-122.8485947
20040 Southwest Rosa Road,86.02140609666432,422000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.47854614,-122.8837051
1572 Southwest 175th Avenue,56.77731999997291,305000,3.0,2.0,97006,Cooper Mountain - Aloha North,45.5085907,-122.8566513
19242 Southwest Boucher Place,109.62907038471249,415000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51528931,-122.8745346
17008 Southwest Rockridge Court,109.62907038471249,350000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.5079422,-122.8522034
1285 Southwest 160th Avenue,57.788963206704764,310000,3.0,2.0,97006,Five Oaks,45.51057434,-122.8417969
16942 Southwest Steele Way,110.64071359144434,337500,3.0,3.0,97006,Five Oaks,45.51281357,-122.8509979
2367 Southwest 218th Drive,133.20955825291907,13700,4.0,3.0,97006,Cooper Mountain - Aloha North,45.50247955,-122.9017639
19275 Southwest Anderson Street,189.79538105739073,465000,2.0,5.0,97078,Cooper Mountain - Aloha North,45.48548126,-122.8757706
1325 Southwest 211th Place,86.13011177603067,376500,2.0,3.0,97003,Cooper Mountain - Aloha North,45.51032257,-122.8944016
19736 Southwest Longacre Street,215.33257115419164,535000,3.0,5.0,97006,Cooper Mountain - Aloha North,45.51057053,-122.8798828
20665 Southwest Murphy Lane,109.6018939648709,395000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.47530365,-122.8918533
850 Northwest 176th Avenue,228.2816042003593,350000,3.0,5.0,97006,Triple Creek,45.52528381,-122.8579025
17175 Southwest Florence Street,62.44091822845774,380000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.48731995,-122.8537674
560 Southwest 166th Avenue,163.4924639761839,536000,3.0,4.0,97006,Five Oaks,45.51569366,-122.8480225
19300 Southwest Clarion Court,86.04858251650592,457000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.49970245,-122.8761597
809 Northwest Waterhouse Avenue,163.4924639761839,635000,3.0,4.0,97006,Five Oaks,45.52563095,-122.8427429
18730 Southwest Cascadia Court,138.8731564814039,390000,2.0,4.0,97007,Cooper Mountain - Aloha North,45.49090958,-122.8699417
1240 Northwest Weybridge Way,110.64071359144434,521000,3.0,3.0,97006,Five Oaks,45.52931595,-122.8528976
20677 Southwest Kinnaman Road,86.02140609666432,489000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48954391,-122.8895416
17347 Southwest Nazaneen Drive,122.57810343088015,400000,3.0,3.0,97006,Triple Creek,45.51908875,-122.8555603
20570 Southwest Naples Street,86.02140609666432,416500,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48749542,-122.8888245
20470 Southwest Tesoro Court,162.48082076945207,415000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51255417,-122.8880081
1236 Northwest Weybridge Way,110.64071359144434,430000,3.0,3.0,97006,Five Oaks,45.52913666,-122.8527222
1921 Southwest Betty's Place,109.62907038471249,381000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50589371,-122.8803482
4857 Southwest Chianti Place,109.6018939648709,395000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48487473,-122.8500214
17422 Southwest Lawton Street,109.62907038471249,336000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51128769,-122.8565903
2133 Southwest 217th Place,109.62907038471249,400824,3.0,3.0,97006,Cooper Mountain - Aloha North,45.50439453,-122.9005127
4100 Southwest 202nd Avenue,86.02140609666432,409000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48996353,-122.8850479
20144 Southwest Kinnaman Road,86.02140609666432,440000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.48890686,-122.8844147
15970 Northwest Blueridge Drive,163.4924639761839,565000,3.0,4.0,97006,Five Oaks,45.52398682,-122.8413239
8310 Southwest 133rd Avenue,97.02114063019988,526345,2.0,3.0,97008,South Beaverton,45.4597702,-122.8135376
18420 Southwest Springfield Street,86.02140609666432,375000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.47729111,-122.8664856
4550 Southwest 165th Avenue,62.44091822845774,357000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.48695755,-122.8464432
21455 Southwest Lois Street,109.62907038471249,411000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.5125618,-122.8980637
17310 Northwest Bernard Place,98.99761556267357,368500,2.0,3.0,97006,Triple Creek,45.52217865,-122.8551025
380 Southwest 167th Avenue,216.3442143609235,592000,3.0,5.0,97006,Five Oaks,45.51696777,-122.8494415
18115 Northwest Bartley Court,98.99761556267357,500000,2.0,3.0,97006,Triple Creek,45.52841187,-122.8640213
18257 Southwest Orlov Court,109.6018939648709,375000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48821259,-122.8649216
16289 Northwest Mission Oaks Drive,163.4924639761839,625000,3.0,4.0,97006,Five Oaks,45.52595139,-122.8447189
4444 Southwest 159th Avenue,109.6018939648709,375000,3.0,3.0,97007,Cooper Mountain - Aloha North,45.48777008,-122.8406525
135 Southwest 167th Avenue,163.4924639761839,585000,3.0,4.0,97006,Five Oaks,45.51866531,-122.8503876
18965 Southwest Jaylee Street,162.45364434961047,399000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48312378,-122.8723373
17437 Southwest Hurrell Lane,151.84936594741316,395000,2.0,4.0,97006,Triple Creek,45.51357269,-122.8562164
20885 Southwest Deline Street,215.30539473435005,417000,3.0,5.0,97007,Cooper Mountain - Aloha North,45.48129272,-122.8933334
20982 Southwest Sister Lane,162.48082076945207,411000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51349258,-122.8925171
830 Southwest 173rd Avenue,57.788963206704764,285000,3.0,2.0,97006,Five Oaks,45.51364899,-122.8545456
18628 Southwest Cascadia Court,138.8731564814039,435000,2.0,4.0,97007,Cooper Mountain - Aloha North,45.49101639,-122.8688202
17336 Southwest Dotterel Lane,173.58171962366083,670000,3.0,4.0,97007,South Cooper Mountain,45.43231583,-122.855545
20170 Southwest Augusta Court,86.04858251650592,358500,2.0,3.0,97006,Cooper Mountain - Aloha North,45.50305176,-122.8846359
17465 Southwest October Court,109.62907038471249,315000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51182556,-122.8568802
3940 Southwest 202nd Avenue,62.44091822845774,382000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.49133682,-122.8850327
10520 Southwest 130th Avenue,149.87289101493946,450000,2.0,4.0,97008,South Beaverton,45.44378662,-122.8102493
10470 Southwest 130th Avenue,97.02114063019988,30000,2.0,3.0,97008,South Beaverton,45.44419479,-122.8102493
20974 Southwest Sister Lane,162.48082076945207,398999,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51349258,-122.8921967
17126 Northwest Gables Creek Lane,163.4924639761839,445000,3.0,4.0,97006,Five Oaks,45.52135849,-122.8535233
1621 Southwest 171st Terrace,56.77731999997291,320000,3.0,2.0,97006,Cooper Mountain - Aloha North,45.50802994,-122.8533096
21238 Southwest Dana Court,86.04858251650592,400000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.51064682,-122.8953781
11245 Southwest Tanager Terrace,168.92816087269432,805000,3.0,4.0,97007,Neighbors Southwest,45.43886185,-122.8425446
5865 Southwest 190th Avenue,86.02140609666432,397000,2.0,3.0,97007,Cooper Mountain - Aloha North,45.47742081,-122.8727264
7450 Southwest 101st Avenue,86.39888695951547,480000,2.0,3.0,97008,Denney Whitford,45.4663353,-122.7803879
16820 Southwest Cambridge Drive,62.44091822845774,375000,1.0,3.0,97007,Cooper Mountain - Aloha North,45.4857254,-122.8494339
9515 Southwest 151st Avenue,173.0758980202949,567000,3.0,4.0,97007,Sexton Mountain,45.45116043,-122.8314667
460 Northwest 174th Terrace,122.57810343088015,407000,3.0,3.0,97006,Triple Creek,45.52289581,-122.855957
4467 Southwest Plumeria Way,162.45364434961047,466000,3.0,4.0,97007,Cooper Mountain - Aloha North,45.48748779,-122.8825607
10265 Southwest Heather Lane,86.39888695951547,508500,2.0,3.0,97008,Denney Whitford,45.46783066,-122.7818756
13341 Southwest 169th Avenue,49.767229366943354,390000,3.0,2.0,97223,Bull Mountain,45.42343521,-122.851593
9180 Southwest 158th Terrace,120.22414763555531,450000,3.0,3.0,97007,Sexton Mountain,45.4536705,-122.8389359
17653 Northwest Dogwood Court,122.57810343088015,469900,3.0,3.0,97006,Triple Creek,45.52707291,-122.8582458
19840 Southwest Monson Street,109.62907038471249,333000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.5125885,-122.8814392
523 Southwest 174th Terrace,122.57810343088015,365000,3.0,3.0,97006,Triple Creek,45.51612091,-122.8556442
12995 Southwest Thunderhead Way,88.82683065567191,486520,2.0,3.0,97008,Highland,45.46400833,-122.8108063
20237 Southwest Angie Lane,109.62907038471249,425000,3.0,3.0,97006,Cooper Mountain - Aloha North,45.51386642,-122.8857727
17439 Southwest Nazaneen Drive,175.4298538156197,466000,3.0,4.0,97006,Triple Creek,45.51906967,-122.8564911
20845 Southwest Edgemont Street,162.48082076945207,429000,3.0,4.0,97006,Cooper Mountain - Aloha North,45.51492691,-122.891304
13149 Southwest Red Fox Terrace,102.61897975168293,515000,3.0,3.0,97223,Bull Mountain,45.42494583,-122.8483276
1215 Southwest 199th Court,86.04858251650592,425000,2.0,3.0,97006,Cooper Mountain - Aloha North,45.5109024,-122.8819733
15962 Southwest Marlee Lane,107.67236815611818,405000,3.0,3.0,97078,Cooper Mountain - Aloha North,45.48577881,-122.8414841
818 Northwest David Court,187.0729518443905,730000,4.0,4.0,97006,Five Oaks,45.52558136,-122.8432312
17520 Southwest Pheasant Lane,62.46809464829932,372000,1.0,3.0,97006,Cooper Mountain - Aloha North,45.50434494,-122.8576126
17442 Southwest Sellwood Lane,44.959899646028035,305000,2.5,2.0,97007,Cooper Mountain - Aloha North,45.4825325,-122.8567657
18145 Southwest Salix Ridge,98.99761556267357,397000,2.0,3.0,97006,Triple Creek,45.51961136,-122.8651505
